"Date","Close Price"
"2016-10-22 00:00:00",652.71
"2016-10-23 00:00:00",649.24
"2016-10-24 00:00:00",648.4
"2016-10-25 00:00:00",652.89
"2016-10-26 00:00:00",674.36
"2016-10-27 00:00:00",686.52
"2016-10-28 00:00:00",688.1
"2016-10-29 00:00:00",712.87
"2016-10-30 00:00:00",696.35
"2016-10-31 00:00:00",697.37
"2016-11-01 00:00:00",729.27
"2016-11-02 00:00:00",742.46
"2016-11-03 00:00:00",687.51
"2016-11-04 00:00:00",702.54
"2016-11-05 00:00:00",704.16
"2016-11-06 00:00:00",712.24
"2016-11-07 00:00:00",704.02
"2016-11-08 00:00:00",709.15
"2016-11-09 00:00:00",721.19
"2016-11-10 00:00:00",713.67
"2016-11-11 00:00:00",716.56
"2016-11-12 00:00:00",703.55
"2016-11-13 00:00:00",702.5
"2016-11-14 00:00:00",706.39
"2016-11-15 00:00:00",711.96
"2016-11-16 00:00:00",742.07
"2016-11-17 00:00:00",735.41
"2016-11-18 00:00:00",749.68
"2016-11-19 00:00:00",750.63
"2016-11-20 00:00:00",728.61
"2016-11-21 00:00:00",736.72
"2016-11-22 00:00:00",748.22
"2016-11-23 00:00:00",741.6
"2016-11-24 00:00:00",736.4
"2016-11-25 00:00:00",738.28
"2016-11-26 00:00:00",732.82
"2016-11-27 00:00:00",728.42
"2016-11-28 00:00:00",731.75
"2016-11-29 00:00:00",731.76
"2016-11-30 00:00:00",742.01
"2016-12-01 00:00:00",753.25
"2016-12-02 00:00:00",771.41
"2016-12-03 00:00:00",764.97
"2016-12-04 00:00:00",766.46
"2016-12-05 00:00:00",750.71
"2016-12-06 00:00:00",758.81
"2016-12-07 00:00:00",763.9
"2016-12-08 00:00:00",766.75
"2016-12-09 00:00:00",770.41
"2016-12-10 00:00:00",773.21
"2016-12-11 00:00:00",768.62
"2016-12-12 00:00:00",777.91
"2016-12-13 00:00:00",775.25
"2016-12-14 00:00:00",776.64
"2016-12-15 00:00:00",775.48
"2016-12-16 00:00:00",780.85
"2016-12-17 00:00:00",788.58
"2016-12-18 00:00:00",788.59
"2016-12-19 00:00:00",790.16
"2016-12-20 00:00:00",798.78
"2016-12-21 00:00:00",833.1
"2016-12-22 00:00:00",858.74
"2016-12-23 00:00:00",916.79
"2016-12-24 00:00:00",894.2
"2016-12-25 00:00:00",894.48
"2016-12-26 00:00:00",902.55
"2016-12-27 00:00:00",931.11
"2016-12-28 00:00:00",978.01
"2016-12-29 00:00:00",969.62
"2016-12-30 00:00:00",960.47
"2016-12-31 00:00:00",968.23
"2017-01-01 00:00:00",997.69
"2017-01-02 00:00:00",1018.05
"2017-01-03 00:00:00",1030.82
"2017-01-04 00:00:00",1129.87
"2017-01-05 00:00:00",1005.81
"2017-01-06 00:00:00",895.67
"2017-01-07 00:00:00",905.17
"2017-01-08 00:00:00",913.52
"2017-01-09 00:00:00",899.35
"2017-01-10 00:00:00",904.79
"2017-01-11 00:00:00",775.98
"2017-01-12 00:00:00",802.83
"2017-01-13 00:00:00",826.12
"2017-01-14 00:00:00",818.64
"2017-01-15 00:00:00",822.42
"2017-01-16 00:00:00",830.26
"2017-01-17 00:00:00",904.45
"2017-01-18 00:00:00",884.25
"2017-01-19 00:00:00",898.02
"2017-01-20 00:00:00",891.62
"2017-01-21 00:00:00",920.01
"2017-01-22 00:00:00",925.33
"2017-01-23 00:00:00",912.69
"2017-01-24 00:00:00",885.65
"2017-01-25 00:00:00",894.11
"2017-01-26 00:00:00",915.1
"2017-01-27 00:00:00",918.56
"2017-01-28 00:00:00",920.28
"2017-01-29 00:00:00",914.04
"2017-01-30 00:00:00",920.24
"2017-01-31 00:00:00",967.67
"2017-02-01 00:00:00",987.35
"2017-02-02 00:00:00",1007.79
"2017-02-03 00:00:00",1018.11
"2017-02-04 00:00:00",1033.65
"2017-02-05 00:00:00",1013.99
"2017-02-06 00:00:00",1024.61
"2017-02-07 00:00:00",1052.54
"2017-02-08 00:00:00",1054.34
"2017-02-09 00:00:00",988.95
"2017-02-10 00:00:00",993.08
"2017-02-11 00:00:00",1010
"2017-02-12 00:00:00",999.51
"2017-02-13 00:00:00",996.86
"2017-02-14 00:00:00",1009.25
"2017-02-15 00:00:00",1009.12
"2017-02-16 00:00:00",1034.08
"2017-02-17 00:00:00",1053.12
"2017-02-18 00:00:00",1058.41
"2017-02-19 00:00:00",1052.82
"2017-02-20 00:00:00",1083.24
"2017-02-21 00:00:00",1123.66
"2017-02-22 00:00:00",1122.19
"2017-02-23 00:00:00",1178.38
"2017-02-24 00:00:00",1180.92
"2017-02-25 00:00:00",1151.58
"2017-02-26 00:00:00",1179.97
"2017-02-27 00:00:00",1194.28
"2017-02-28 00:00:00",1190.89
"2017-03-01 00:00:00",1230.02
"2017-03-02 00:00:00",1260.92
"2017-03-03 00:00:00",1290.79
"2017-03-04 00:00:00",1267.68
"2017-03-05 00:00:00",1277.68
"2017-03-06 00:00:00",1280.87
"2017-03-07 00:00:00",1232.43
"2017-03-08 00:00:00",1150.48
"2017-03-09 00:00:00",1191.81
"2017-03-10 00:00:00",1117.02
"2017-03-11 00:00:00",1181.64
"2017-03-12 00:00:00",1229.5
"2017-03-13 00:00:00",1243.24
"2017-03-14 00:00:00",1246.31
"2017-03-15 00:00:00",1259.6
"2017-03-16 00:00:00",1172.91
"2017-03-17 00:00:00",1070.13
"2017-03-18 00:00:00",970.6
"2017-03-19 00:00:00",1017.8
"2017-03-20 00:00:00",1041.34
"2017-03-21 00:00:00",1115.04
"2017-03-22 00:00:00",1037.44
"2017-03-23 00:00:00",1029.95
"2017-03-24 00:00:00",935.95
"2017-03-25 00:00:00",964.69
"2017-03-26 00:00:00",965.23
"2017-03-27 00:00:00",1040.49
"2017-03-28 00:00:00",1044.25
"2017-03-29 00:00:00",1040.39
"2017-03-30 00:00:00",1037.53
"2017-03-31 00:00:00",1079.75
"2017-04-01 00:00:00",1089.51
"2017-04-02 00:00:00",1098.78
"2017-04-03 00:00:00",1147.63
"2017-04-04 00:00:00",1143.75
"2017-04-05 00:00:00",1135
"2017-04-06 00:00:00",1190.6
"2017-04-07 00:00:00",1193.02
"2017-04-08 00:00:00",1184.82
"2017-04-09 00:00:00",1210.05
"2017-04-10 00:00:00",1213.34
"2017-04-11 00:00:00",1224.77
"2017-04-12 00:00:00",1216.5
"2017-04-13 00:00:00",1178.53
"2017-04-14 00:00:00",1183.44
"2017-04-15 00:00:00",1180.7
"2017-04-16 00:00:00",1184.79
"2017-04-17 00:00:00",1203.73
"2017-04-18 00:00:00",1217.6
"2017-04-19 00:00:00",1226.94
"2017-04-20 00:00:00",1255.4
"2017-04-21 00:00:00",1257.13
"2017-04-22 00:00:00",1244.37
"2017-04-23 00:00:00",1248.22
"2017-04-24 00:00:00",1248.32
"2017-04-25 00:00:00",1263.54
"2017-04-26 00:00:00",1284.84
"2017-04-27 00:00:00",1329.19
"2017-04-28 00:00:00",1320.05
"2017-04-29 00:00:00",1327.04
"2017-04-30 00:00:00",1347.96
"2017-05-01 00:00:00",1402.08
"2017-05-02 00:00:00",1443.68
"2017-05-03 00:00:00",1492
"2017-05-04 00:00:00",1515.63
"2017-05-05 00:00:00",1512.21
"2017-05-06 00:00:00",1548.29
"2017-05-07 00:00:00",1555.47
"2017-05-08 00:00:00",1639.32
"2017-05-09 00:00:00",1706.93
"2017-05-10 00:00:00",1756.8
"2017-05-11 00:00:00",1807.37
"2017-05-12 00:00:00",1676.99
"2017-05-13 00:00:00",1759.96
"2017-05-14 00:00:00",1772.42
"2017-05-15 00:00:00",1697.38
"2017-05-16 00:00:00",1718.2
"2017-05-17 00:00:00",1802.16
"2017-05-18 00:00:00",1887.33
"2017-05-19 00:00:00",1968.1
"2017-05-20 00:00:00",2051.73
"2017-05-21 00:00:00",2055.62
"2017-05-22 00:00:00",2139.03
"2017-05-23 00:00:00",2291.48
"2017-05-24 00:00:00",2476.3
"2017-05-25 00:00:00",2357.5
"2017-05-26 00:00:00",2247.48
"2017-05-27 00:00:00",2106.31
"2017-05-28 00:00:00",2207.58
"2017-05-29 00:00:00",2289.87
"2017-05-30 00:00:00",2197.23
"2017-05-31 00:00:00",2330.23
"2017-06-01 00:00:00",2452.18
"2017-06-02 00:00:00",2517.41
"2017-06-03 00:00:00",2555.65
"2017-06-04 00:00:00",2552.81
"2017-06-05 00:00:00",2736.59
"2017-06-06 00:00:00",2914.08
"2017-06-07 00:00:00",2694.22
"2017-06-08 00:00:00",2825.03
"2017-06-09 00:00:00",2826.7
"2017-06-10 00:00:00",2942.34
"2017-06-11 00:00:00",3018.54
"2017-06-12 00:00:00",2682.59
"2017-06-13 00:00:00",2738.93
"2017-06-14 00:00:00",2494.48
"2017-06-15 00:00:00",2456.92
"2017-06-16 00:00:00",2528.1
"2017-06-17 00:00:00",2664
"2017-06-18 00:00:00",2576.17
"2017-06-19 00:00:00",2641.66
"2017-06-20 00:00:00",2778.83
"2017-06-21 00:00:00",2712.16
"2017-06-22 00:00:00",2740.79
"2017-06-23 00:00:00",2738.22
"2017-06-24 00:00:00",2619.12
"2017-06-25 00:00:00",2594.45
"2017-06-26 00:00:00",2485.36
"2017-06-27 00:00:00",2593.17
"2017-06-28 00:00:00",2584.56
"2017-06-29 00:00:00",2561.56
"2017-06-30 00:00:00",2499.98
"2017-07-01 00:00:00",2460.2
"2017-07-02 00:00:00",2529.78
"2017-07-03 00:00:00",2581.07
"2017-07-04 00:00:00",2625.07
"2017-07-05 00:00:00",2629.27
"2017-07-06 00:00:00",2619.11
"2017-07-07 00:00:00",2521.24
"2017-07-08 00:00:00",2579.93
"2017-07-09 00:00:00",2525.67
"2017-07-10 00:00:00",2371.96
"2017-07-11 00:00:00",2332.19
"2017-07-12 00:00:00",2423.16
"2017-07-13 00:00:00",2364.52
"2017-07-14 00:00:00",2232.65
"2017-07-15 00:00:00",1993.26
"2017-07-16 00:00:00",1938.94
"2017-07-17 00:00:00",2244.26
"2017-07-18 00:00:00",2327.9
"2017-07-19 00:00:00",2294.4
"2017-07-20 00:00:00",2877.39
"2017-07-21 00:00:00",2694.29
"2017-07-22 00:00:00",2838.81
"2017-07-23 00:00:00",2762.63
"2017-07-24 00:00:00",2779.04
"2017-07-25 00:00:00",2591.22
"2017-07-26 00:00:00",2550.18
"2017-07-27 00:00:00",2697.47
"2017-07-28 00:00:00",2805.18
"2017-07-29 00:00:00",2720.08
"2017-07-30 00:00:00",2746.33
"2017-07-31 00:00:00",2873.83
"2017-08-01 00:00:00",2735.59
"2017-08-02 00:00:00",2723.58
"2017-08-03 00:00:00",2814.36
"2017-08-04 00:00:00",2883.68
"2017-08-05 00:00:00",3301.76
"2017-08-06 00:00:00",3255
"2017-08-07 00:00:00",3431.97
"2017-08-08 00:00:00",3453.16
"2017-08-09 00:00:00",3377.54
"2017-08-10 00:00:00",3445.28
"2017-08-11 00:00:00",3679.61
"2017-08-12 00:00:00",3917.65
"2017-08-13 00:00:00",4111.2
"2017-08-14 00:00:00",4382.74
"2017-08-15 00:00:00",4204.43
"2017-08-16 00:00:00",4425.3
"2017-08-17 00:00:00",4316.34
"2017-08-18 00:00:00",4159.46
"2017-08-19 00:00:00",4206.13
"2017-08-20 00:00:00",4111.22
"2017-08-21 00:00:00",4054.94
"2017-08-22 00:00:00",4137.67
"2017-08-23 00:00:00",4191.22
"2017-08-24 00:00:00",4362.47
"2017-08-25 00:00:00",4408.32
"2017-08-26 00:00:00",4387.46
"2017-08-27 00:00:00",4394.51
"2017-08-28 00:00:00",4439.66
"2017-08-29 00:00:00",4648.13
"2017-08-30 00:00:00",4630.73
"2017-08-31 00:00:00",4764.87
"2017-09-01 00:00:00",4950.72
"2017-09-02 00:00:00",4643.97
"2017-09-03 00:00:00",4631.69
"2017-09-04 00:00:00",4319.72
"2017-09-05 00:00:00",4422.12
"2017-09-06 00:00:00",4626.72
"2017-09-07 00:00:00",4638.1
"2017-09-08 00:00:00",4317.54
"2017-09-09 00:00:00",4291.88
"2017-09-10 00:00:00",4191.17
"2017-09-11 00:00:00",4188.84
"2017-09-12 00:00:00",4148.27
"2017-09-13 00:00:00",3874.26
"2017-09-14 00:00:00",3226.41
"2017-09-15 00:00:00",3686.9
"2017-09-16 00:00:00",3678.74
"2017-09-17 00:00:00",3672.57
"2017-09-18 00:00:00",4067.08
"2017-09-19 00:00:00",3897
"2017-09-20 00:00:00",3858.09
"2017-09-21 00:00:00",3612.68
"2017-09-22 00:00:00",3603.31
"2017-09-23 00:00:00",3777.29
"2017-09-24 00:00:00",3662.12
"2017-09-25 00:00:00",3927.5
"2017-09-26 00:00:00",3895.51
"2017-09-27 00:00:00",4208.56
"2017-09-28 00:00:00",4185.29
"2017-09-29 00:00:00",4164.1
"2017-09-30 00:00:00",4353.05
"2017-10-01 00:00:00",4394.64
"2017-10-02 00:00:00",4404.1
"2017-10-03 00:00:00",4320.09
"2017-10-04 00:00:00",4225.92
"2017-10-05 00:00:00",4322.75
"2017-10-06 00:00:00",4370.24
"2017-10-07 00:00:00",4437.03
"2017-10-08 00:00:00",4596.96
"2017-10-09 00:00:00",4772.97
"2017-10-10 00:00:00",4754.7
"2017-10-11 00:00:00",4830.77
"2017-10-12 00:00:00",5439.13
"2017-10-13 00:00:00",5640.13
"2017-10-14 00:00:00",5809.69
"2017-10-15 00:00:00",5697.39
"2017-10-16 00:00:00",5754.22
"2017-10-17 00:00:00",5595.23
"2017-10-18 00:00:00",5572.2
"2017-10-19 00:00:00",5699.58
"2017-10-20 00:00:00",5984.09
"2017-10-21 00:00:00",6013.23
"2017-10-22 00:00:00",5984.96
"2017-10-23 00:00:00",5895.3
"2017-10-24 00:00:00",5518.85
"2017-10-25 00:00:00",5733.9
"2017-10-26 00:00:00",5888.14
"2017-10-27 00:00:00",5767.68
"2017-10-28 00:00:00",5732.82
"2017-10-29 00:00:00",6140.53
"2017-10-30 00:00:00",6121.8
"2017-10-31 00:00:00",6447.67
"2017-11-01 00:00:00",6750.17
"2017-11-02 00:00:00",7030
"2017-11-03 00:00:00",7161.45
"2017-11-04 00:00:00",7387
"2017-11-05 00:00:00",7382.45
"2017-11-06 00:00:00",6958.21
"2017-11-07 00:00:00",7118.8
"2017-11-08 00:00:00",7458.79
"2017-11-09 00:00:00",7146.78
"2017-11-10 00:00:00",6570.31
"2017-11-11 00:00:00",6337
"2017-11-12 00:00:00",5857.32
"2017-11-13 00:00:00",6517.68
"2017-11-14 00:00:00",6598.77
"2017-11-15 00:00:00",7279
"2017-11-16 00:00:00",7843.94
"2017-11-17 00:00:00",7689.91
"2017-11-18 00:00:00",7776.94
"2017-11-19 00:00:00",8033.94
"2017-11-20 00:00:00",8238.2
"2017-11-21 00:00:00",8095.59
"2017-11-22 00:00:00",8230.69
"2017-11-23 00:00:00",8002.64
"2017-11-24 00:00:00",8201.46
"2017-11-25 00:00:00",8763.78
"2017-11-26 00:00:00",9326.59
"2017-11-27 00:00:00",9739.05
"2017-11-28 00:00:00",9908.23
"2017-11-29 00:00:00",9816.35
"2017-11-30 00:00:00",9916.54
"2017-12-01 00:00:00",10859.56
"2017-12-02 00:00:00",10895.01
"2017-12-03 00:00:00",11180.89
"2017-12-04 00:00:00",11616.85
"2017-12-05 00:00:00",11696.06
"2017-12-06 00:00:00",13708.99
"2017-12-07 00:00:00",16858.02
"2017-12-08 00:00:00",16057.14
"2017-12-09 00:00:00",14913.4
"2017-12-10 00:00:00",15036.96
"2017-12-11 00:00:00",16699.68
"2017-12-12 00:00:00",17178.1
"2017-12-13 00:00:00",16407.2
"2017-12-14 00:00:00",16531.08
"2017-12-15 00:00:00",17601.94
"2017-12-16 00:00:00",19343.04
"2017-12-17 00:00:00",19086.64
"2017-12-18 00:00:00",18960.52
"2017-12-19 00:00:00",17608.35
"2017-12-20 00:00:00",16454.72
"2017-12-21 00:00:00",15561.05
"2017-12-22 00:00:00",13857.14
"2017-12-23 00:00:00",14548.71
"2017-12-24 00:00:00",13975.44
"2017-12-25 00:00:00",13917.03
"2017-12-26 00:00:00",15745.26
"2017-12-27 00:00:00",15378.28
"2017-12-28 00:00:00",14428.76
"2017-12-29 00:00:00",14427.87
"2017-12-30 00:00:00",12629.81
"2017-12-31 00:00:00",13860.14
"2018-01-01 00:00:00",13412.44
"2018-01-02 00:00:00",14740.76
"2018-01-03 00:00:00",15134.65
"2018-01-04 00:00:00",15155.23
"2018-01-05 00:00:00",16937.17
"2018-01-06 00:00:00",17135.84
"2018-01-07 00:00:00",16178.49
"2018-01-08 00:00:00",14970.36
"2018-01-09 00:00:00",14439.47
"2018-01-10 00:00:00",14890.72
"2018-01-11 00:00:00",13287.26
"2018-01-12 00:00:00",13812.71
"2018-01-13 00:00:00",14188.78
"2018-01-14 00:00:00",13619.03
"2018-01-15 00:00:00",13585.9
"2018-01-16 00:00:00",11348.02
"2018-01-17 00:00:00",11141.25
"2018-01-18 00:00:00",11250.65
"2018-01-19 00:00:00",11514.92
"2018-01-20 00:00:00",12759.64
"2018-01-21 00:00:00",11522.86
"2018-01-22 00:00:00",10772.15
"2018-01-23 00:00:00",10839.83
"2018-01-24 00:00:00",11399.52
"2018-01-25 00:00:00",11137.24
"2018-01-26 00:00:00",11090.06
"2018-01-27 00:00:00",11407.15
"2018-01-28 00:00:00",11694.47
"2018-01-29 00:00:00",11158.39
"2018-01-30 00:00:00",10035
"2018-01-31 00:00:00",10166.51
"2018-02-01 00:00:00",9052.58
"2018-02-02 00:00:00",8827.63
"2018-02-03 00:00:00",9224.39
"2018-02-04 00:00:00",8186.65
"2018-02-05 00:00:00",6914.26
"2018-02-06 00:00:00",7700.39
"2018-02-07 00:00:00",7581.8
"2018-02-08 00:00:00",8237.24
"2018-02-09 00:00:00",8689.84
"2018-02-10 00:00:00",8556.61
"2018-02-11 00:00:00",8070.8
"2018-02-12 00:00:00",8891.21
"2018-02-13 00:00:00",8516.24
"2018-02-14 00:00:00",9477.84
"2018-02-15 00:00:00",10016.49
"2018-02-16 00:00:00",10178.71
"2018-02-17 00:00:00",11092.15
"2018-02-18 00:00:00",10396.63
"2018-02-19 00:00:00",11159.72
"2018-02-20 00:00:00",11228.24
"2018-02-21 00:00:00",10456.17
"2018-02-22 00:00:00",9830.43
"2018-02-23 00:00:00",10149.46
"2018-02-24 00:00:00",9682.38
"2018-02-25 00:00:00",9586.46
"2018-02-26 00:00:00",10313.08
"2018-02-27 00:00:00",10564.42
"2018-02-28 00:00:00",10309.64
"2018-03-01 00:00:00",10907.59
"2018-03-02 00:00:00",11019.52
"2018-03-03 00:00:00",11438.65
"2018-03-04 00:00:00",11479.73
"2018-03-05 00:00:00",11432.98
"2018-03-06 00:00:00",10709.53
"2018-03-07 00:00:00",9906.8
"2018-03-08 00:00:00",9299.28
"2018-03-09 00:00:00",9237.05
"2018-03-10 00:00:00",8787.16
"2018-03-11 00:00:00",9532.74
"2018-03-12 00:00:00",9118.27
"2018-03-13 00:00:00",9144.15
"2018-03-14 00:00:00",8196.9
"2018-03-15 00:00:00",8256.99
"2018-03-16 00:00:00",8269.33
"2018-03-17 00:00:00",7862.11
"2018-03-18 00:00:00",8196.02
"2018-03-19 00:00:00",8594.19
"2018-03-20 00:00:00",8915.9
"2018-03-21 00:00:00",8895.4
"2018-03-22 00:00:00",8712.89
"2018-03-23 00:00:00",8918.74
"2018-03-24 00:00:00",8535.89
"2018-03-25 00:00:00",8449.83
"2018-03-26 00:00:00",8138.34
"2018-03-27 00:00:00",7790.16
"2018-03-28 00:00:00",7937.2
"2018-03-29 00:00:00",7086.49
"2018-03-30 00:00:00",6844.32
"2018-03-31 00:00:00",6926.02
"2018-04-01 00:00:00",6816.74
"2018-04-02 00:00:00",7049.79
"2018-04-03 00:00:00",7417.89
"2018-04-04 00:00:00",6789.3
"2018-04-05 00:00:00",6774.75
"2018-04-06 00:00:00",6620.41
"2018-04-07 00:00:00",6896.28
"2018-04-08 00:00:00",7022.71
"2018-04-09 00:00:00",6773.94
"2018-04-10 00:00:00",6830.9
"2018-04-11 00:00:00",6939.55
"2018-04-12 00:00:00",7916.37
"2018-04-13 00:00:00",7889.23
"2018-04-14 00:00:00",8003.68
"2018-04-15 20:04:00",8318.27